ts,run_label,idx,type,query,status_code,latency_ms,valid,engine,preview
2025-10-02T04:16:49.583252+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,500,3.78,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:16:49.812664+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,500,8.81,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:16:50.072115+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,2.02,True,,"{""response"": ""Response to: Your question appears out of scope for CO\u2082/NO\u2082/PM2.5/noise data in the UDT. Try e.g., 'Show me CO2 in the construction zone last hour'.""}"
2025-10-02T04:16:50.677221+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,500,368.11,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:16:50.973841+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,2.11,True,,"{""response"": ""Response to: Your question appears out of scope for CO\u2082/NO\u2082/PM2.5/noise data in the UDT. Try e.g., 'Show me CO2 in the construction zone last hour'.""}"
2025-10-02T04:17:08.084944+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,500,9.75,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:17:08.754454+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,500,401.46,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:17:09.000731+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,500,4.25,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:17:09.214404+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,500,4.04,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:17:09.436821+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,500,5.97,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:17:09.730116+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,500,7.93,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:17:10.313702+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,500,349.7,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:17:10.543766+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,2.33,True,,"{""response"": ""Response to: Your question appears out of scope for CO\u2082/NO\u2082/PM2.5/noise data in the UDT. Try e.g., 'Show me CO2 in the construction zone last hour'.""}"
2025-10-02T04:17:10.817307+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,500,5.57,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:17:11.052097+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,2.17,True,,"{""response"": ""Response to: Your question appears out of scope for CO\u2082/NO\u2082/PM2.5/noise data in the UDT. Try e.g., 'Show me CO2 in the construction zone last hour'.""}"
2025-10-02T04:18:31.031117+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,200,67.79,True,,"{""response"": ""Response to: Returned 7564 rows. Example @ 2025-10-02T02:03:44.031904+00:00: co2=600.65, no2=None, pm25=None, noise=None.""}"
2025-10-02T04:18:31.546537+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,200,241.34,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T04:18:31.925911+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,200,141.18,True,,"{""response"": ""Response to: Returned 22674 rows. Example @ 2025-10-02T02:03:44.031904+00:00: co2=None, no2=None, pm25=12.12, noise=None.""}"
2025-10-02T04:18:32.183971+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,200,8.71,True,,"{""response"": ""Response to: Returned 9 rows. Example @ 2025-10-02T03:00:00+00:00: co2=2592.68, no2=None, pm25=None, noise=None.""}"
2025-10-02T04:18:32.416946+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,200,10.3,True,,"{""response"": ""Response to: Returned 9 rows. Example @ 2025-10-02T03:00:00+00:00: co2=None, no2=None, pm25=None, noise=72.37368246602577.""}"
2025-10-02T04:18:32.736279+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,200,28.82,True,,"{""response"": ""Response to: Returned 287 rows. Example @ 2025-10-02T02:30:00.197100+00:00: co2=2449.72, no2=None, pm25=None, noise=None.""}"
2025-10-02T04:18:33.011123+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,7.69,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T04:18:33.299709+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,1.95,True,,"{""response"": ""Response to: Your question appears out of scope for CO\u2082/NO\u2082/PM2.5/noise data in the UDT. Try e.g., 'Show me CO2 in the construction zone last hour'.""}"
2025-10-02T04:18:33.555344+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,7.84,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T04:18:33.854552+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,2.84,True,,"{""response"": ""Response to: Your question appears out of scope for CO\u2082/NO\u2082/PM2.5/noise data in the UDT. Try e.g., 'Show me CO2 in the construction zone last hour'.""}"
2025-10-02T04:19:44.238211+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,200,589.53,True,,"{""response"": ""Response to: Returned 7636 rows. Example @ 2025-10-02T02:03:44.031904+00:00: co2=600.65, no2=None, pm25=None, noise=None.""}"
2025-10-02T04:19:44.505784+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,200,8.15,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T04:19:44.918490+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,200,140.57,True,,"{""response"": ""Response to: Returned 22893 rows. Example @ 2025-10-02T02:03:44.031904+00:00: co2=None, no2=None, pm25=12.12, noise=None.""}"
2025-10-02T04:19:45.141831+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,200,8.55,True,,"{""response"": ""Response to: Returned 9 rows. Example @ 2025-10-02T03:00:00+00:00: co2=2592.68, no2=None, pm25=None, noise=None.""}"
2025-10-02T04:19:45.385159+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,200,8.73,True,,"{""response"": ""Response to: Returned 9 rows. Example @ 2025-10-02T03:00:00+00:00: co2=None, no2=None, pm25=None, noise=72.37368246602577.""}"
2025-10-02T04:19:45.652441+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,200,30.95,True,,"{""response"": ""Response to: Returned 290 rows. Example @ 2025-10-02T02:30:00.197100+00:00: co2=2449.72, no2=None, pm25=None, noise=None.""}"
2025-10-02T04:19:45.867126+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,8.49,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T04:19:46.125962+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,1.93,True,,"{""response"": ""Response to: Your question appears out of scope for CO\u2082/NO\u2082/PM2.5/noise data in the UDT. Try e.g., 'Show me CO2 in the construction zone last hour'.""}"
2025-10-02T04:19:46.428732+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,9.69,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T04:19:46.657508+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,2.62,True,,"{""response"": ""Response to: Your question appears out of scope for CO\u2082/NO\u2082/PM2.5/noise data in the UDT. Try e.g., 'Show me CO2 in the construction zone last hour'.""}"
2025-10-02T04:24:16.966318+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,0,0.0,False,,"exception: HTTPConnectionPool(host='127.0.0.1', port=5050): Max retries exceeded with url: /query (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0d813f9100>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2025-10-02T04:24:17.249754+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,0,0.0,False,,"exception: HTTPConnectionPool(host='127.0.0.1', port=5050): Max retries exceeded with url: /query (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0d813f9910>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2025-10-02T04:24:17.457647+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,0,0.0,False,,"exception: HTTPConnectionPool(host='127.0.0.1', port=5050): Max retries exceeded with url: /query (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0d813fa120>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2025-10-02T04:24:17.724194+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,0,0.0,False,,"exception: HTTPConnectionPool(host='127.0.0.1', port=5050): Max retries exceeded with url: /query (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0d813fa990>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2025-10-02T04:24:17.978371+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,0,0.0,False,,"exception: HTTPConnectionPool(host='127.0.0.1', port=5050): Max retries exceeded with url: /query (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0d813f9a90>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2025-10-02T04:24:18.181844+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,0,0.0,False,,"exception: HTTPConnectionPool(host='127.0.0.1', port=5050): Max retries exceeded with url: /query (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0d813f93d0>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2025-10-02T04:24:18.451835+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,0,0.0,False,,"exception: HTTPConnectionPool(host='127.0.0.1', port=5050): Max retries exceeded with url: /query (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0d813f9130>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2025-10-02T04:24:18.681870+00:00,hybrid_v1,8,unsupported,What is current temperature?,0,0.0,False,,"exception: HTTPConnectionPool(host='127.0.0.1', port=5050): Max retries exceeded with url: /query (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0d813f8770>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2025-10-02T04:24:18.936572+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,0,0.0,False,,"exception: HTTPConnectionPool(host='127.0.0.1', port=5050): Max retries exceeded with url: /query (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0d813fafc0>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2025-10-02T04:24:19.182145+00:00,hybrid_v1,10,unsupported,How is the weather today?,0,0.0,False,,"exception: HTTPConnectionPool(host='127.0.0.1', port=5050): Max retries exceeded with url: /query (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0d813fb980>: Failed to establish a new connection: [Errno 111] Connection refused'))"
2025-10-02T04:25:13.013827+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,200,63.45,True,,"{""response"": ""Response to: Returned 7962 rows. Example @ 2025-10-02T02:03:44.031904+00:00: co2=600.65, no2=None, pm25=None, noise=None.""}"
2025-10-02T04:25:13.565277+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,200,268.04,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T04:25:14.011573+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,200,149.25,True,,"{""response"": ""Response to: Returned 23871 rows. Example @ 2025-10-02T02:03:44.031904+00:00: co2=None, no2=None, pm25=12.12, noise=None.""}"
2025-10-02T04:25:14.305547+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,200,11.0,True,,"{""response"": ""Response to: Returned 9 rows. Example @ 2025-10-02T03:00:00+00:00: co2=2592.68, no2=None, pm25=None, noise=None.""}"
2025-10-02T04:25:14.573889+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,200,8.27,True,,"{""response"": ""Response to: Returned 9 rows. Example @ 2025-10-02T03:00:00+00:00: co2=None, no2=None, pm25=None, noise=72.37368246602577.""}"
2025-10-02T04:25:14.863004+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,200,30.01,True,,"{""response"": ""Response to: Returned 309 rows. Example @ 2025-10-02T02:30:00.197100+00:00: co2=2449.72, no2=None, pm25=None, noise=None.""}"
2025-10-02T04:25:15.103240+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,7.98,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T04:25:15.395811+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,2.04,True,,"{""response"": ""Response to: Your question appears out of scope for CO\u2082/NO\u2082/PM2.5/noise data in the UDT. Try e.g., 'Show me CO2 in the construction zone last hour'.""}"
2025-10-02T04:25:15.659660+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,7.9,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T04:25:15.935305+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,1.94,True,,"{""response"": ""Response to: Your question appears out of scope for CO\u2082/NO\u2082/PM2.5/noise data in the UDT. Try e.g., 'Show me CO2 in the construction zone last hour'.""}"
2025-10-02T04:40:12.544805+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,200,468.69,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:40:12.774043+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,200,6.36,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:40:13.007932+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,200,3.5,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:40:13.250853+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,200,5.53,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:40:13.458225+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,200,3.45,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:40:13.743227+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,200,4.01,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:40:13.988842+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,6.27,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:40:14.237272+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,2.3,True,,"{""response"": ""Response to: Out of scope for CO\u2082/NO\u2082/PM2.5/noise data. Try: 'Show noise for sensor S-I1 last hour'.""}"
2025-10-02T04:40:14.524019+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,3.37,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:40:14.820916+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,6.1,True,,"{""response"": ""Response to: Out of scope for CO\u2082/NO\u2082/PM2.5/noise data. Try: 'Show noise for sensor S-I1 last hour'.""}"
2025-10-02T04:40:32.073073+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,200,4.08,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:40:32.341131+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,200,3.47,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:40:33.132642+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,200,531.51,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:40:33.394923+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,200,5.36,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:40:33.643651+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,200,4.07,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:40:33.871310+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,200,3.62,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:40:34.147292+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,3.69,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:40:34.426146+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,2.05,True,,"{""response"": ""Response to: Out of scope for CO\u2082/NO\u2082/PM2.5/noise data. Try: 'Show noise for sensor S-I1 last hour'.""}"
2025-10-02T04:40:34.713956+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,5.04,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:40:34.981697+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,1.98,True,,"{""response"": ""Response to: Out of scope for CO\u2082/NO\u2082/PM2.5/noise data. Try: 'Show noise for sensor S-I1 last hour'.""}"
2025-10-02T04:41:39.131065+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,200,520.66,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:41:39.382311+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,200,3.88,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:41:39.639262+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,200,4.05,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:41:39.850623+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,200,5.69,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:41:40.074557+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,200,3.98,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:41:40.293533+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,200,6.87,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:41:40.589319+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,3.68,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:41:40.846614+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,2.13,True,,"{""response"": ""Response to: Out of scope for CO\u2082/NO\u2082/PM2.5/noise data. Try: 'Show noise for sensor S-I1 last hour'.""}"
2025-10-02T04:41:41.135054+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,3.85,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:41:41.354320+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,3.51,True,,"{""response"": ""Response to: Out of scope for CO\u2082/NO\u2082/PM2.5/noise data. Try: 'Show noise for sensor S-I1 last hour'.""}"
2025-10-02T05:19:08.513635+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,200,3.9,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T05:19:08.779534+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,200,3.84,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T05:19:11.220951+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,200,2143.09,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T05:19:11.467411+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,200,4.17,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T05:19:11.704583+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,200,7.05,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T05:19:11.969777+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,200,9.81,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T05:19:12.174216+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,3.47,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T05:19:12.433520+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,6.27,True,,"{""response"": ""Response to: Out of scope for CO\u2082/NO\u2082/PM2.5/noise data. Try: 'Show noise for sensor S-I1 last hour'.""}"
2025-10-02T05:19:12.668606+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,4.22,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T05:19:12.920909+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,2.43,True,,"{""response"": ""Response to: Out of scope for CO\u2082/NO\u2082/PM2.5/noise data. Try: 'Show noise for sensor S-I1 last hour'.""}"
